"listeners_cum","artist_count","released_weekday","years_since_release","released_month","in_spotify_playlists","in_spotify_charts","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","key","mode","danceability_.","valence_.","energy_.","liveness_.","speechiness_.","streams"
41588766,1,"Donnerstag",1,"June",1057,1e-04,51,14,19,1e-04,1e-04,83,"D#","Minor",63,29,62,18,4,18.3349187280043
11307845.5,2,"Freitag",1,"February",5115,13,109,38,301,1,33,122,"C#","Major",85,42,80,17,14,19.7657258943081
55713835,1,"Freitag",1,"May",2094,1,8,1,18,1e-04,1e-04,165,"A","Major",72,90,48,18,23,19.2795995714344
55713835,1,"Freitag",1,"May",2171,1e-04,18,1,28,1e-04,1e-04,106,"A","Minor",83,90,64,9,4,19.0585100581781
7513771.5,2,"Mittwoch",1,"May",896,1e-04,19,1e-04,15,1e-04,1e-04,77,"B","Major",81,68,58,11,34,18.8959538463557
8930160,1,"Mittwoch",9,"January",5148,1e-04,90,22,365,1e-04,114,91,"G#","Major",57,30,89,33,8,20.1938607743841
56615107,1,"Dienstag",1,"May",2528,1e-04,63,8,270,2,105,148,"G","Major",51,21,63,41,3,19.2892521996518
55713835,1,"Freitag",1,"May",1900,1,15,1,23,1e-04,1e-04,114,"E","Minor",71,90,81,13,3,19.050372027792
54108138.5,2,"Freitag",1,"June",3879,2,107,76,86,1,9,120,"Keine Angabe","Minor",91,63,77,10,5,19.5035260545266
29978384.5,2,"Donnerstag",1,"June",896,1e-04,1e-04,1e-04,2,1e-04,1e-04,92,"F#","Major",83,56,82,9,5,18.7451847388929
23139243,1,"Donnerstag",7,"November",8775,1e-04,33,60,107,1,1e-04,118,"F","Major",56,25,45,7,3,19.9149109155599
31931917.6666667,3,"Freitag",1,"March",5290,1e-04,139,73,142,1e-04,5,123,"E","Minor",60,46,71,16,4,19.4740846123412
22199409,1,"Mittwoch",5,"September",10211,1e-04,38,79,65,1e-04,1,89,"D#","Major",52,28,48,19,3,20.8387033471184
21461552,1,"Donnerstag",1,"June",584,8,12,1,8,1e-04,1,110,"F","Minor",81,61,93,12,11,18.8726284033573
55713835,1,"Freitag",1,"May",1517,1e-04,26,2,30,1e-04,1e-04,118,"Keine Angabe","Major",42,32,20,11,4,18.7360090505615
9942474,1,"Samstag",2,"May",246,4,4,106,1e-04,1e-04,7,90,"B","Minor",68,54,76,11,20,19.0264887447103
4783637,1,"Freitag",1,"May",220,4,16,5,1e-04,1e-04,6,130,"Keine Angabe","Major",49,14,40,11,3,19.0348260041983
3764966,1,"Freitag",1,"May",514,1e-04,5,36,1,1e-04,1e-04,154,"F#","Minor",70,97,62,10,4,18.9205846462581
24537289,1,"Montag",37,"March",6080,1e-04,112,198,406,1,1e-04,105,"E","Minor",54,59,83,20,4,20.3725318789222
47047855,1,"Dienstag",1,"June",9724,1e-04,222,61,259,14,2,115,"C#","Minor",70,87,88,26,8,19.6865431503756
17309273,5,"Donnerstag",1,"June",2341,1e-04,37,2,38,2,1e-04,110,"C#","Major",91,59,82,6,8,19.449290322847
85386598,1,"Freitag",1,"June",5263,1e-04,66,89,61,1e-04,11,125,"E","Minor",51,5,68,15,6,19.0917288641309
5611427,1,"Freitag",1,"June",2402,1e-04,45,2,26,1e-04,1,102,"C#","Major",73,62,75,34,8,19.2170744237111
6652372,1,"Sonntag",1,"February",795,11,26,18,15,1,4,120,"G#","Minor",81,72,65,14,4,19.3887300679463
3619501,1,"Freitag",1,"June",571,1e-04,19,21,14,1e-04,2,97,"D","Major",80,36,86,3,5,19.17917164795
2024624,2,"Donnerstag",1,"March",832,3,18,124,24,1,1e-04,140,"F","Minor",44,41,92,44,7,18.6862660614082
3764350,1,"Freitag",1,"July",565,1e-04,6,52,11,1e-04,1e-04,97,"D","Major",78,31,72,11,4,18.8640566242824
27847223,1,"Donnerstag",36,"January",41231,1,228,151,6720,3,99,125,"F#","Major",45,67,90,10,5,21.1637749910128
18303152,1,"Donnerstag",1,"May",4526,12,156,275,150,3,128,88,"D#","Minor",80,55,56,8,9,19.4972741293981
14133169,1,"Samstag",1,"March",1818,1e-04,3,1e-04,63,1e-04,353,170,"Keine Angabe","Major",56,52,64,45,7,20.382698459671
85386598,1,"Freitag",1,"June",2814,1e-04,38,105,25,1e-04,2,137,"A#","Minor",88,8,49,9,14,19.070131448459
38268911.6666667,3,"Freitag",1,"July",1601,1e-04,11,1e-04,2,1e-04,1e-04,157,"A","Major",88,52,69,8,23,18.2689852875957
5192140.33333333,3,"Freitag",1,"June",894,4,28,1e-04,54,1e-04,1e-04,130,"F#","Major",95,83,57,10,25,18.9865847310858
23333291.6666667,3,"Mittwoch",1,"July",945,1e-04,49,3,57,1e-04,1e-04,90,"C#","Major",85,80,83,8,11,18.6128639808054
6414711,1,"Freitag",1,"June",767,1e-04,25,1e-04,22,1e-04,1e-04,183,"G#","Minor",44,44,67,12,13,18.6963877127062
4460250,1,"Montag",1,"May",5898,5,129,55,128,1e-04,101,128,"C#","Major",58,68,91,27,11,19.3159113071165
2640535.66666667,3,"Freitag",1,"June",685,2,17,1e-04,24,1e-04,30,130,"D#","Minor",71,78,40,7,45,18.6777595882397
18598259,1,"Donnerstag",1,"August",1452,35,16,15,20,1e-04,1e-04,126,"C#","Major",63,56,43,12,23,19.6191727953535
25041539,3,"Freitag",1,"August",1456,1e-04,53,2,33,1e-04,1e-04,120,"Keine Angabe","Major",77,94,87,23,12,19.2054798346367
47079287.6666667,3,"Freitag",1,"August",2107,1e-04,51,1,50,1e-04,1e-04,130,"E","Minor",72,18,46,28,8,18.9556105828466
12404301,1,"Freitag",3,"December",1494,2,17,12,15,1e-04,1e-04,122,"Keine Angabe","Major",70,46,76,9,45,19.428325969483
44158929,1,"Freitag",1,"August",1379,4,23,10,18,1e-04,1e-04,172,"G#","Minor",74,46,58,13,8,19.003239545135
21461552,1,"Mittwoch",1,"July",625,4,13,18,12,1e-04,1e-04,103,"G#","Major",61,38,62,23,40,19.0371464336984
47047855,1,"Freitag",1,"July",2688,1e-04,39,47,36,1e-04,1e-04,122,"A#","Minor",55,46,64,17,10,18.9617745338358
10200703,1,"Freitag",4,"September",2668,2,38,266,78,1e-04,141,130,"B","Major",47,56,90,10,4,19.7741424207474
22877933,1,"Montag",1,"August",799,12,14,141,9,1e-04,1,105,"A#","Minor",81,70,65,8,4,19.39417370204
13346234,1,"Freitag",1,"March",1189,6,17,10,16,1e-04,4,120,"F","Major",90,73,51,9,6,19.316478567221
4360841,1,"Dienstag",1,"July",367,1e-04,28,67,195,1e-04,1e-04,145,"G","Major",56,43,53,12,4,18.3964950743447
21886395,2,"Freitag",1,"July",527,4,10,43,3,1,1e-04,99,"G","Minor",79,64,59,11,14,19.4759639152537
58120514,1,"Dienstag",15,"January",17504,34,63,39,1315,1e-04,2,88,"A#","Minor",79,66,65,25,14,20.6043765645107
41434221.5,4,"Freitag",1,"July",3113,1e-04,54,6,124,1,1e-04,126,"A","Major",81,90,73,29,4,18.6315340385208
32827016,2,"Montag",1,"August",685,5,15,79,4,2,1e-04,136,"Keine Angabe","Major",77,71,75,13,4,19.5030015576084
13786282,2,"Freitag",1,"February",782,9,15,33,6,1,1e-04,113,"G#","Major",70,97,59,27,12,19.5945726980734
54845161.6666667,3,"Donnerstag",1,"June",2442,1e-04,81,4,248,1,6,132,"B","Major",82,49,88,21,3,19.2999675664671
7401082,3,"Freitag",1,"May",1112,4,22,2,65,1,3,135,"G#","Major",77,74,74,34,8,19.0723462384851
41609246,2,"Freitag",6,"November",4967,1e-04,165,10,177,4,73,126,"Keine Angabe","Major",67,49,77,19,11,19.4652471920476
32642711,1,"Freitag",1,"September",2520,4,93,95,84,9,202,102,"C#","Minor",67,72,74,36,4,19.2936935889031
9010585,1,"Montag",1,"August",767,12,20,129,11,1e-04,12,125,"Keine Angabe","Major",68,80,92,9,12,19.3973093252336
58531305,1,"Dienstag",10,"January",19806,7,33,11,274,1e-04,1e-04,149,"C#","Major",37,28,66,9,5,20.3712965568418
3924141,2,"Mittwoch",1,"June",5153,6,102,53,113,12,1e-04,137,"Keine Angabe","Major",74,71,89,15,5,19.315073900378
9601900,1,"Freitag",1,"August",615,1e-04,14,77,15,1,2,120,"D#","Minor",77,78,91,33,12,19.0597735534372
5471197,1,"Donnerstag",1,"January",2537,1e-04,49,1,67,11,1,100,"C#","Major",90,75,50,9,26,19.4400054447722
44405254,1,"Freitag",1,"June",1647,30,20,49,23,2,2,164,"G#","Minor",70,58,57,15,7,19.4464355854139
5304140,1,"Freitag",1,"June",2019,8,117,72,107,1,7,93,"A#","Minor",65,79,66,22,7,19.2200363296103
44405254,1,"Dienstag",1,"September",1473,12,25,36,25,1,1e-04,180,"C#","Minor",65,52,80,6,25,19.0379862264779
27756478,1,"Freitag",1,"July",1613,1e-04,21,15,13,1e-04,1e-04,79,"C#","Major",34,22,31,10,7,19.1260176272876
66520919,1,"Montag",21,"August",30992,6,124,25,7827,1,1e-04,146,"F","Major",56,21,44,11,2,21.1983591865623
66520919,1,"Montag",23,"July",10826,4,24,1e-04,805,1e-04,1e-04,103,"C#","Major",37,17,27,10,3,20.2518243056148
25140997,1,"Freitag",1,"September",920,1e-04,10,1,8,1e-04,1e-04,140,"E","Minor",70,26,76,54,23,18.815837092246
33171971.5,2,"Dienstag",1,"September",308,1e-04,6,1,6,1e-04,1e-04,92,"A#","Major",81,48,70,15,7,17.6676549307569
4229466,1,"Donnerstag",7,"June",2468,1e-04,15,1e-04,1e-04,1e-04,1e-04,102,"C#","Minor",64,4,60,19,4,19.7565215579982
26685767,2,"Freitag",1,"July",1097,2,18,10,13,1,1,118,"B","Minor",82,75,85,11,4,19.1583535895697
44405254,1,"Dienstag",1,"September",330,1e-04,3,1e-04,2,1e-04,1e-04,93,"D","Major",78,75,62,15,6,17.8042613180601
14855982,1,"Donnerstag",1,"June",1584,1e-04,38,1e-04,24,1e-04,1e-04,150,"F","Minor",70,26,56,11,5,18.5633236801027
20754947,1,"Freitag",1,"October",1585,5,78,65,328,1,198,130,"D","Major",52,24,60,8,3,19.2320257363594
45415982.5,2,"Freitag",1,"October",766,1e-04,16,1e-04,9,1e-04,1e-04,83,"D#","Minor",65,24,53,51,4,18.2545993469842
4041138,4,"Donnerstag",1,"August",836,1e-04,14,1,13,1e-04,1e-04,102,"A","Major",84,43,75,6,8,18.8859272824125
10646195,1,"Montag",1,"October",430,6,14,116,9,1e-04,11,136,"E","Minor",73,65,91,48,18,18.9554743314727
5435920,1,"Sonntag",41,"May",2020,1e-04,77,10,119,1e-04,40,145,"A","Major",66,24,58,19,5,18.8547783743045
18854964,1,"Mittwoch",5,"November",6858,1e-04,31,21,15,1e-04,4,130,"G","Major",57,24,37,16,3,20.3989804338852
17304489,1,"Donnerstag",1,"July",3682,6,41,1e-04,158,2,68,156,"G","Major",72,92,77,8,11,19.3276849815051
74815407,1,"Donnerstag",1,"September",1639,1e-04,86,14,80,1e-04,37,123,"D","Major",57,50,85,16,4,18.9886892825915
20004559,1,"Freitag",1,"September",452,10,2,129,13,1e-04,1,132,"G","Major",92,53,62,63,10,19.277430740393
1860962.5,2,"Freitag",3,"December",668,1,1e-04,1e-04,31,1e-04,2,125,"D#","Minor",49,13,74,9,4,18.7602221159555
29980129,1,"Freitag",1,"October",991,1e-04,36,38,13,1e-04,3,162,"F","Minor",74,22,67,11,46,18.2647210204586
7948326.66666667,3,"Donnerstag",1,"September",869,7,14,12,12,2,28,138,"A#","Major",80,82,81,13,36,18.8006467763662
10475042.6666667,3,"Freitag",1,"July",648,4,1e-04,1e-04,30,1e-04,1e-04,161,"A#","Minor",59,62,60,5,44,19.05036396183
69832703,2,"Freitag",1,"November",1545,1e-04,22,7,15,1e-04,1e-04,131,"G#","Minor",91,23,55,7,32,18.858052401041
66118391,3,"Freitag",1,"November",1930,1e-04,24,8,17,1e-04,1,122,"E","Minor",75,45,63,35,12,19.0695293520255
108062443,1,"Freitag",1,"October",1948,1e-04,12,9,16,1e-04,1e-04,80,"E","Minor",80,16,28,12,39,19.3514692730457
108062443,1,"Freitag",1,"October",1608,1e-04,10,3,12,1e-04,1e-04,109,"G","Major",75,11,50,30,17,19.222970507628
69832703,2,"Freitag",1,"November",1338,1e-04,9,20,7,1e-04,1e-04,158,"A","Major",84,33,36,39,59,18.953740606837
108062443,1,"Freitag",1,"October",1936,1e-04,7,5,13,1e-04,1e-04,126,"E","Major",66,12,35,9,14,19.2014751230746
69832703,2,"Freitag",1,"November",1794,1e-04,26,9,17,1e-04,3,104,"C#","Major",73,25,61,32,7,18.7693708870476
108062443,1,"Freitag",1,"October",1597,1e-04,6,3,15,1e-04,1e-04,110,"Keine Angabe","Major",48,15,31,12,4,19.0484348249933
69832703,2,"Freitag",1,"November",1652,2,26,52,10,1e-04,95,130,"G","Major",77,20,70,16,5,19.1056220330896
108062443,1,"Freitag",1,"October",1747,1e-04,9,6,13,1e-04,2,177,"Keine Angabe","Major",34,39,16,12,5,19.0418178809359
108062443,1,"Freitag",1,"October",1715,1e-04,4,5,8,1e-04,1e-04,158,"G","Major",48,55,84,15,12,18.9945032286082
2577149,2,"Freitag",1,"November",486,1e-04,8,1,7,1e-04,1e-04,114,"D","Minor",62,25,44,14,3,18.0795375272692
69832703,2,"Freitag",1,"November",1007,1e-04,6,5,3,1e-04,1e-04,144,"F","Major",93,62,61,12,20,18.537898313096
2726358,1,"Freitag",1,"October",481,9,10,100,15,1,27,125,"F","Major",54,22,76,14,3,19.1308643175432
83766829,1,"Freitag",1,"November",1045,1e-04,8,5,2,1e-04,1e-04,142,"F","Minor",85,40,43,39,32,18.3520542731896
69832703,2,"Freitag",1,"November",1060,1e-04,3,8,5,1e-04,1e-04,120,"D","Major",64,11,53,25,27,18.4812980151535
108062443,1,"Freitag",1,"October",1274,1e-04,1,6,11,1e-04,1e-04,96,"F","Major",57,55,74,8,4,19.0161191152951
49993042,1,"Donnerstag",1,"November",953,1e-04,61,13,37,1,1e-04,144,"A","Major",60,24,39,8,3,18.3315583731095
108062443,1,"Freitag",1,"October",1180,1e-04,4,1e-04,8,1e-04,1e-04,166,"F#","Major",42,7,24,12,6,18.6184808049012
28924203,2,"Donnerstag",1,"November",573,1e-04,2,1e-04,7,1e-04,1e-04,92,"C#","Major",80,81,67,8,6,18.1129821101221
32446490.3333333,3,"Donnerstag",1,"October",1320,1e-04,29,26,17,1e-04,1e-04,97,"C#","Major",82,67,77,12,5,18.7125710394
18039668,1,"Freitag",1,"November",782,2,27,18,32,1,1e-04,90,"E","Minor",61,32,67,11,5,18.3799357360519
